Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Bhool Bhulaiyaa,-2007.0,159 min,"Comedy, Horror, Mystery",7.3,"22,777",Priyadarshan,Akshay Kumar,Vidya Balan
Bhoomi,-2017.0,136 min,"Action, Crime, Drama",5.3,"1,755",Omung Kumar,Sharad Kelkar,Sunny Leone
Bhoot,-2003.0,113 min,"Horror, Mystery, Thriller",6.5,"3,476",Ram Gopal Varma,Ajay Devgn,Urmila Matondkar
Bhoot and Friends,-2010.0,133 min,"Animation, Action, Adventure",5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar
Bhoot Bungla,-1965.0,145 min,"Comedy, Horror, Mystery",6.5,106,Mehmood,Mehmood,Tanuja
Bhoot Ka Darr,-1999.0,85 min,Horror,4.0,9,S. Gawli,Sapna Sappu,Junior Amitabh Bachchan
Bhoot Returns,-2012.0,85 min,"Horror, Mystery, Thriller",2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini
Bhoot: Part One - The Haunted Ship,-2020.0,114 min,"Horror, Mystery, Thriller",5.4,"4,236",Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana
Bhoothnath Returns,-2014.0,155 min,"Comedy, Drama, Fantasy",6.6,"5,030",Nitesh Tiwari,Amitabh Bachchan,Boman Irani
Bhootnath,-2008.0,150 min,"Comedy, Drama, Family",6.3,"8,460",Vivek Sharma,Amitabh Bachchan,Juhi Chawla
Bhootnath,-1963.0,129 min,Adventure,6.5,60,Nanabhai Bhatt,Mohan Choti,Vijaya Choudhury
Bhopal Express,-1999.0,100 min,Drama,7.1,367,Mahesh Mathai,Kay Kay Menon,Nethra Raghuraman
Bhopal: A Prayer for Rain,-2014.0,96 min,Drama,7.2,"1,968",Ravi Kumar,Martin Sheen,Mischa Barton
Bhopali,-2011.0,89 min,"Documentary, History, News",8.0,58,Van Maximilian Carlson,Saiba Babu,Salam Babu
Bhor: Dawn,-2018.0,93 min,Drama,7.8,147,Kamakhya Narayan Singh,Devesh Ranjan,Saveree Gaur
Bhouri,-2016.0,140 min,Drama,6.7,403,Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour
Bhrashtachar,-1989.0,153 min,"Action, Crime, Drama",4.6,119,Ramesh Sippy,Rekha,Mithun Chakraborty
Bhuddah Hoga Tera Baap,-2011.0,114 min,"Action, Comedy, Crime",5.6,"2,782",Puri Jagannadh,Amitabh Bachchan,Hema Malini
Bhumika,-1977.0,142 min,Drama,7.4,585,Shyam Benegal,Smita Patil,Anant Nag
Bhuvan Shome,-1969.0,96 min,"Comedy, Drama",7.5,400,Mrinal Sen,Utpal Dutt,Suhasini Mulay
Bichhoo,-2000.0,160 min,"Action, Crime, Drama",5.0,"2,807",Guddu Dhanoa,Bobby Deol,Rani Mukerji
Bidaai,-1974.0,144 min,"Drama, Musical, Romance",6.5,54,L.V. Prasad,Jeetendra,Leena Chandavarkar
Bidyapati,-1937.0,141 min,Drama,7.0,23,Debaki Bose,Pahadi Sanyal,Durgadas Bannerjee
Big Brother,-2007.0,128 min,"Action, Crime, Drama",3.8,781,Guddu Dhanoa,Sunny Deol,Priyanka Chopra Jonas
Bijuka,-2012.0,74 min,Drama,6.4,22,Ashtar Sayed,Arti Rautela,Amit Purohit
Billa No. 786,-2000.0,140 min,Action,4.4,34,Imran Khalid,Mithun Chakraborty,Gajendra Chauhan
Billa Ranga,-1982.0,113 min,"Action, Crime, Family",7.5,53,K.S.R. Das,Chiranjeevi,Mohan Babu
Billoo Baadshah,-1989.0,148 min,"Action, Crime, Drama",4.5,41,Sisir Misra,Shatrughan Sinha,Anita Raj
Billu,-2009.0,137 min,"Comedy, Drama",6.2,"11,078",Priyadarshan,Irrfan Khan,Lara Dutta
Billu Ustaad,-2018.0,138 min,Drama,6.9,26,Suvahhdan Angre,Neel Bakshi,Sneha Arun
Bin Badal Barsaat,-1963.0,154 min,"Drama, Musical, Mystery",5.7,31,Jyoti Swaroop,Asha Parekh,Biswajit Chatterjee
Bin Bulaye Baraati,-2011.0,133 min,"Action, Comedy, Crime",3.8,255,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri
Bin Maa Ke Bachche,-1980.0,131 min,Drama,6.0,17,Satyen Bose,Bindu,Leela Chitnis
Bin Phere Free Me Tere,-2013.0,131 min,Comedy,4.5,22,Manoj Sharma,Ashrita Agarwal,Arsh Deol
Bindiya Chamkegi,-1984.0,139 min,"Comedy, Family",5.1,18,Tarun Dutt,Rekha,Vinod Mehra
Bindiya Mange Bandook,-2001.0,115 min,Action,3.9,8,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy
Bioscopewala,-2017.0,91 min,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa
Biradari,-1966.0,139 min,Drama,5.9,33,Ram Kamlani,Shashi Kapoor,Faryal
Biraj Bahu,-1954.0,145 min,Drama,6.2,51,Bimal Roy,Kamini Kaushal,Abhi Bhattacharya
Bitch,-2017.0,82 min,"Adventure, Comedy, Drama",5.5,11,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett
Bitter Chestnut,-2019.0,100 min,Drama,7.1,27,Gurvinder Singh,Bhankheri Devi,Rani Devi
Bittoo Boss,-2012.0,116 min,Romance,4.1,365,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi
Biwi Aur Makan,-1966.0,126 min,Comedy,6.9,45,Hrishikesh Mukherjee,Biswajit Chatterjee,Mehmood
Biwi Ho To Aisi,-1988.0,149 min,"Comedy, Drama",5.8,857,J.K. Bihari,Rekha,Farooq Shaikh
Biwi No. 1,-1999.0,159 min,"Comedy, Drama, Romance",5.7,"5,464",David Dhawan,Karisma Kapoor,Salman Khan
Biwi-O-Biwi,-1981.0,156 min,"Comedy, Romance",7.0,206,Rahul Rawail,Sanjeev Kumar,Randhir Kapoor
Black,-2005.0,122 min,Drama,8.2,"33,782",Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji
Black & White,-2008.0,134 min,"Crime, Drama, Thriller",6.2,570,Subhash Ghai,Anil Kapoor,Anurag Sinha
Black Cat,-1959.0,154 min,"Action, Thriller, Mystery",6.7,25,Nisar Ahmad Ansari,Balraj Sahni,Minoo Mumtaz
Black Friday,-2004.0,143 min,"Action, Crime, Drama",8.5,"19,493",Anurag Kashyap,Kay Kay Menon,Pawan Malhotra
Black Home,-2015.0,105 min,"Drama, Thriller",7.4,23,Ashish Deo,Ashutosh Rana,Chitrashi Rawat
Black Mountain,-1971.0,83 min,"Drama, Family, Fantasy",6.6,24,M.S. Sathyu,Aleksandr Zguridi,Reshama Pasha
Black Rose,-2020.0,120 min,Thriller,8.6,38,Hemant N Mishra,Samiksha Bhatnagar,Rahul Chawla
Blackboard vs Whiteboard,-2019.0,152 min,"Action, Family",5.4,43,Tarun s Bisht,Dharmendra,Alismita Goswami
Blackmail,-1973.0,145 min,"Drama, Musical, Romance",6.7,199,Vijay Anand,Dharmendra,Rakhee Gulzar
Blackmail,-2005.0,126 min,"Action, Drama, Thriller",4.1,618,Anil Devgan,Ajay Devgn,Sunil Shetty
Blackmail,-2018.0,138 min,"Comedy, Thriller",7.1,"9,671",Abhinay Deo,Irrfan Khan,Kirti Kulhari
Blank,-2019.0,107 min,"Action, Thriller",6.2,933,Behzad Khambata,Sunny Deol,Karan Kapadia
Blood Money,-2012.0,109 min,"Action, Crime, Drama",5.0,981,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu
Blue,-2009.0,119 min,"Action, Adventure, Mystery",3.7,"4,674",Anthony D'Souza,Akshay Kumar,Sanjay Dutt
Blue Mountains,-2017.0,134 min,"Drama, Family, Musical",5.7,51,Suman Ganguli,Sapna Awasthi,Nitin Bali
Blue Oranges,-2009.0,114 min,Mystery,6.5,201,Rajesh Ganguly,Rajit Kapoor,Aham Sharma
"Blue Skies, Green Waters, Red Earth",-2013.0,137 min,"Adventure, Drama, Romance",7.7,"3,446",Sameer Thahir,Dulquer Salmaan,Sunny Wayne
Bluff Master,-1963.0,135 min,Romance,6.5,112,Manmohan Desai,Shammi Kapoor,Saira Banu
Bluffmaster,-2005.0,137 min,"Comedy, Crime, Drama",6.6,"5,950",Rohan Sippy,Abhishek Bachchan,Priyanka Chopra Jonas
Bobby,-1973.0,168 min,"Comedy, Musical, Romance",7.1,"1,776",Raj Kapoor,Dimple Kapadia,Rishi Kapoor
Bobby Jasoos,-2014.0,121 min,"Comedy, Drama, Thriller",5.5,"2,189",Samar Iqbal,Vidya Balan,Ali Fazal
Bobby: Love and Lust,-2005.0,125 min,Romance,4.8,37,Rakesh Parmaar,Usha Bachani,Monalisa
Bodyguard,-2011.0,130 min,"Action, Comedy, Drama",4.7,"23,602",Siddique,Salman Khan,Kareena Kapoor
Boichek,-2017.0,85 min,"Drama, Thriller",6.3,24,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg
Bol Bachchan,-2012.0,155 min,"Action, Comedy",5.5,"8,367",Rohit Shetty,Amitabh Bachchan,Abhishek Bachchan
Bol Radha Bol,-1992.0,164 min,"Action, Comedy, Crime",6.1,760,David Dhawan,Rishi Kapoor,Juhi Chawla
Bole India Jai Bhim,-2016.0,150 min,Biography,7.9,20,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande
Bollywood Diaries,-2016.0,125 min,Drama,6.0,257,K.D. Satyam,Raima Sen,Salim Diwan
Bollywood Villa,-2014.0,124 min,Thriller,4.8,12,Chandersen Singh,Arun Bakshi,Piyush Bhalodiya
Bollywood: The Greatest Love Story Ever Told,-2011.0,81 min,Documentary,6.1,115,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan
Bolo Raam,-2009.0,103 min,"Action, Crime, Drama",5.2,85,Rakesh Chaturvedi Om,Rishi Bhutani,Disha Pandey
Bomb Blast,-1993.0,153 min,"Action, Thriller",6.4,25,Deepak Balraj Vij,Ronit Roy,Aditya Pancholi
Bombai Ka Babu,-1960.0,154 min,"Drama, Musical, Romance",7.0,154,Raj Khosla,Dev Anand,Suchitra Sen
Bombairiya,-2019.0,104 min,"Comedy, Crime, Drama",4.5,381,Pia Sukanya,Radhika Apte,Akshay Oberoi
Bombay 405 Miles,-1980.0,164 min,"Comedy, Action",6.9,83,Brij,Zeenat Aman,Vinod Khanna
Bombay Boys,-1998.0,105 min,"Comedy, Crime, Drama",6.5,557,Kaizad Gustad,Naveen Andrews,Rahul Bose
Bombay Rose,-2019.0,97 min,"Animation, Drama, Romance",6.0,480,Gitanjali Rao,Cyli Khare,Amit Deondi
Bombay Talkies,-2013.0,127 min,Drama,6.7,"5,124",Zoya Akhtar,Dibakar Banerjee,Karan Johar
Bombay to Bangkok,-2008.0,120 min,"Comedy, Crime, Romance",4.6,417,Nagesh Kukunoor,Shreyas Talpade,Lena Christensen
Bombay to Goa,-1972.0,132 min,"Action, Adventure, Comedy",6.8,"1,106",Mehmood,S. Ramanathan,Mehmood
Bombay Velvet,-2015.0,149 min,"Action, Crime, Drama",5.6,"5,685",Anurag Kashyap,Ranbir Kapoor,Anushka Sharma
Bond of Love,-2001.0,174 min,"Drama, Family",5.1,"1,584",Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar
Boom,-2003.0,100 min,"Crime, Thriller",2.3,"1,361",Kaizad Gustad,Amitabh Bachchan,Jackie Shroff
Boond,-2001.0,137 min,"Action, Crime, Drama",4.2,10,Inayat Mahshar,Navin Berry,Pankaj Berry
Boot Polish,-1954.0,90 min,"Comedy, Drama, Family",8.0,780,Prakash Arora,Kumari Naaz,Ratan Kumar
Border,-1997.0,176 min,"Action, Drama, History",7.9,"14,399",J.P. Dutta,Sunny Deol,Sunil Shetty
Border Kashmir,-2002.0,107 min,Action,2.9,7,Teerat Singh,Dharmendra,Dinesh Hingoo
Boss,-2013.0,143 min,"Action, Comedy, Crime",5.1,"10,583",Anthony D'Souza,Akshay Kumar,Shiv Panditt
Boxed,-2021.0,115 min,Adventure,6.4,10,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi
Boxer,-1965.0,136 min,Drama,7.5,13,Radhakant,Dara Singh,Mumtaz
Boy Friend,-1961.0,137 min,"Drama, Romance",7.6,60,Naresh Saigal,Shammi Kapoor,Madhubala
Boys Who Like Girls,-2018.0,68 min,Documentary,6.9,19,Inka Achté,Aspar Husain,Vedprakash Jaiswal
Brahmachari,-1968.0,157 min,"Comedy, Drama, Musical",6.9,366,Bhappi Sonie,Shammi Kapoor,Rajshree
Break Ke Baad,-2010.0,118 min,"Comedy, Drama, Romance",5.2,"4,033",Danish Aslam,Deepika Padukone,Shahana Goswami
Breakaway,-2011.0,101 min,"Comedy, Drama, Sport",5.7,"2,237",Robert Lieberman,Vinay Virmani,Camilla Belle
Breaking Free,-2015.0,82 min,"Documentary, Crime, History",6.3,33,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi
Bride & Prejudice,-2004.0,122 min,"Comedy, Drama, Musical",6.2,"20,125",Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan
"Brother, Superhit!",-2018.0,139 min,"Action, Comedy, Drama",3.9,554,Neeraj Pathak,Sunny Deol,Preity Zinta
Brothers,-2015.0,156 min,"Action, Drama, Sport",6.5,"12,018",Karan Malhotra,Akshay Kumar,Sidharth Malhotra
Bub (Father),-2001.0,114 min,Drama,7.6,17,Jyoti Sarup,K.K. Raina,Kuber Sarup
Bubble Gum,-2011.0,116 min,Drama,7.3,456,Sanjivan Lal,Apoorva Arora,Tanvi Azmi
Buchcha,-2017.0,89 min,"Adventure, Drama, Family",7.2,6,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar
Buddha in a Traffic Jam,-2016.0,114 min,"Crime, Thriller",6.7,"2,346",Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill
Buddha Mar Gaya,-2007.0,93 min,Comedy,2.6,356,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava
Buddha Mil Gaya,-1971.0,138 min,"Musical, Mystery, Drama",7.0,244,Hrishikesh Mukherjee,Navin Nischol,Om Prakash
Budhia Singh: Born to Run,-2016.0,112 min,"Biography, Drama, Sport",7.6,"1,393",Soumendra Padhi,Manoj Bajpayee,Mayur Mahendra Patole
Budtameez,-1966.0,145 min,"Comedy, Drama, Romance",7.4,78,Manmohan Desai,Shammi Kapoor,Sadhana
Bulandi,-2000.0,175 min,"Action, Drama",5.4,633,Rama Rao Tatineni,Anil Kapoor,Rekha
Bulbbul,-2020.0,94 min,"Drama, Horror, Mystery",6.6,"10,143",Anvita Dutt,Tripti Dimri,Avinash Tiwary
Bulbul Can Sing,-2018.0,95 min,Drama,6.8,323,Rima Das,Pakija Begam,Arnali Das
Bulbule,-2014.0,119 min,Comedy,7.8,25,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee
Bullet,-1976.0,124 min,"Action, Crime, Thriller",6.9,75,Vijay Anand,Dev Anand,Parveen Babi
Bullet: Ek Dhamaka,-2005.0,137 min,"Action, Drama",3.6,49,Irfan Khan,Saayli Buva,Natalya Gudkova
Bullett Raja,-2013.0,138 min,"Action, Crime, Drama",5.0,"3,787",Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha
Bumboo,-2012.0,126 min,Comedy,6.0,982,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena
Bumm Bumm Bole,-2010.0,124 min,"Drama, Family, Thriller",6.1,616,Priyadarshan,Atul Kulkarni,Rituparna Sengupta
Bumper Draw,-2015.0,130 min,Comedy,4.8,41,Irshad Khan,Rajpal Yadav,Omkar Das Manikpuri
Bunker,-2020.0,98 min,"Drama, War",6.8,82,Jugal Raja,Abhijeet Singh,Arindita Kalita
Bunty Aur Babli,-2005.0,170 min,"Comedy, Crime, Drama",6.2,"6,550",Shaad Ali,Abhishek Bachchan,Rani Mukerji
Bye Bye Miss Goodnight,-2005.0,78 min,"Comedy, Drama",6.1,16,Karan Kandhari,Neha Dubey,Zafar Karachiwala
Bypass Road,-2019.0,137 min,"Drama, Mystery, Thriller",5.4,890,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma
C Kkompany,-2008.0,127 min,"Comedy, Drama, Thriller",5.4,"1,037",Sachin Yardi,Tusshar Kapoor,Anupam Kher
C U at 9,-2005.0,95 min,"Drama, Horror, Mystery",4.1,66,Marion Rodrigues,Isaiah,Malavikka
C.I.D.,-1956.0,146 min,"Action, Crime, Musical",7.3,647,Raj Khosla,Dev Anand,Shakila
C.I.D. 909,-1967.0,123 min,"Action, Crime, Drama",5.8,17,Mohammed Hussain,Feroz Khan,Mumtaz
Cabaret,-2019.0,95 min,"Drama, Musical, Thriller",3.4,175,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha
Calapor,-2013.0,120 min,Drama,4.5,6,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta
Calcutta Mail,-2003.0,128 min,"Action, Drama, Mystery",5.7,480,Sudhir Mishra,Anil Kapoor,Rani Mukerji
Calendar Girls,-2015.0,131 min,Drama,4.2,862,Madhur Bhandarkar,Akanksha Puri,Avani Modi
Call,-2000.0,176 min,"Action, Drama, Romance",6.8,"2,236",Rajkumar Santoshi,Anil Kapoor,Madhuri Dixit
Call for Fun,-2017.0,126 min,Comedy,5.6,36,Janak Toprani,Priyanka Arya,Charu Asopa
Cape Karma,-2007.0,90 min,"Drama, Mystery, Thriller",4.2,141,Pankaj Advani,Rahul Dev,Audrie Woodhouse
Captain Nagarjuna,-1986.0,134 min,"Drama, Romance",6.5,13,Rajendra Prasad V.B.,Nagarjuna Akkineni,Kushboo
Captain Prabhakaran,-1991.0,150 min,"Action, Thriller",7.0,212,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar
Captain Vidyut,-2020.0,77 min,"Animation, Action, Comedy",7.7,11,Atish Tripathi,Namit Das,Trisha Kale
Car Thief,-1986.0,150 min,Action,7.0,13,Sameer Malkan,Suneil Anand,Vijayata Pandit
Caravan,-1971.0,161 min,"Action, Comedy, Musical",6.8,260,Nasir Hussain,Asha Parekh,Jeetendra
Care of Footpath,-2009.0,110 min,"Drama, Family",7.2,42,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj
Cargo,-2019.0,119 min,"Drama, Fantasy, Sci-Fi",5.7,"2,589",Arati Kadav,Vikrant Massey,Shweta Tripathi
Cash,-2007.0,137 min,"Action, Crime, Thriller",3.4,"1,859",Anubhav Sinha,Ajay Devgn,Sunil Shetty
CC2C,-2009.0,154 min,"Action, Adventure, Comedy",4.1,"8,102",Nikkhil Advani,Akshay Kumar,Deepika Padukone
Cecilia,-2015.0,83 min,Documentary,7.9,31,Pankaj Johar,Cecilia,Pankaj Johar
Celluloid Man,-2012.0,164 min,Documentary,7.8,162,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa
Censor,-2001.0,165 min,Drama,3.5,122,Dev Anand,Dev Anand,Hema Malini
Chaahat,-1996.0,151 min,"Drama, Romance",5.5,"2,676",Mahesh Bhatt,Naseeruddin Shah,Shah Rukh Khan
Chaahat Ek Nasha...,-2005.0,140 min,"Drama, Romance, Thriller",3.9,74,Surya Prakash,Jayprakkash Shaw,Aryan Vaid
Chaalbaaz,-1989.0,155 min,"Action, Comedy, Drama",6.8,"1,489",Pankaj Parashar,Sridevi,Sunny Deol
Chaalbaaz,-2003.0,117 min,Action,5.8,17,Gautam Verma,Rajat Bedi,Mithun Chakraborty
Chaalis Chauraasi,-2012.0,120 min,"Comedy, Crime",6.1,474,Hriday Shetty,Naseeruddin Shah,Kay Kay Menon
Chaand Kaa Tukdaa,-1994.0,155 min,"Action, Comedy, Crime",4.0,603,Saawan Kumar Tak,Sridevi,Salman Khan
Chaani,-1977.0,136 min,Drama,7.7,26,Shantaram Rajaram Vankudre,Ranjana,Siddharth
Chaar Din Ki Chandni,-2012.0,131 min,"Comedy, Romance",4.1,393,Samir Karnik,Tusshar Kapoor,Kulraj Randhawa
Chaar Maharathi,-1985.0,137 min,Action,4.5,8,S. Waris Ali,Tina Ambani,Master Bunty
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,-2016.0,134 min,Animation,8.6,656,Harry Baweja,Harman Baweja,Pawan Kalra
Chaarfutiya Chhokare,-2014.0,119 min,"Drama, Thriller",5.9,38,Manish Harishankar,Soha Ali Khan,Zakir Hussain
Chacha Bhatija,-1977.0,161 min,"Action, Comedy, Drama",5.8,213,Manmohan Desai,Dharmendra,Hema Malini
Chachi 420,-1997.0,155 min,"Comedy, Drama, Family",7.4,"12,575",Kamal Haasan,Kamal Haasan,Amrish Puri
Chai Coffee,-2019.0,49 min,"Drama, Romance",7.9,11,Ayush Upadhyay,Ayush Upadhyay,Mansi Singh
Chai Pani Etc.,-2004.0,92 min,Comedy,4.7,24,Manu Rewal,Konkona Sen Sharma,Zafar Karachiwala
Chain Kulii Ki Main Kulii,-2007.0,118 min,"Comedy, Drama, Family",5.6,"1,214",Karanjeet Saluja,Zain Khan,Rahul Bose
Chak De! India,-2007.0,153 min,"Drama, Family, Sport",8.2,"75,790",Shimit Amin,Shah Rukh Khan,Vidya Malvade
Chakkar Pe Chakkar,-1977.0,138 min,"Action, Comedy, Crime",5.6,27,Ashok Roy,Shashi Kapoor,Rekha
Chakra,-1981.0,140 min,Action,6.8,141,Rabindra Dharmaraj,Savita Bajaj,Arun Bakshi
Chakradhaar,-2012.0,120 min,Action,4.2,28,Dharam Prakash,Shakur Sir,Abishek Anand
Chakravyuh,-2012.0,152 min,"Action, Drama, Thriller",6.8,"3,089",Prakash Jha,Arjun Rampal,Abhay Deol
Chakravyuha,-1978.0,130 min,"Action, Mystery, Thriller",6.4,40,Basu Chatterjee,Rajesh Khanna,Neetu Singh
Chal Bhaag,-2014.0,111 min,Comedy,3.8,101,Prakash Saini,Deepak Dobriyal,Taran Bajaj
Chal Chala Chal,-2009.0,138 min,"Action, Comedy, Crime",4.6,292,Rajeev Kumar,Asrani,Asif Basra
Chal Guru Ho Jaa Shuru,-2015.0,127 min,Comedy,4.9,45,Manoj Sharma,Pawan Kumar Sharma,Vrajesh Hirjee
Chal Mere Bhai,-2000.0,136 min,"Comedy, Romance",4.7,"3,128",David Dhawan,Sanjay Dutt,Salman Khan
Chal Pichchur Banate Hain,-2012.0,115 min,"Comedy, Drama",6.1,47,Pritish Chakraborty,Sonam Arora,Sagar Bhangade
Chala Murari Hero Banne,-1977.0,128 min,"Comedy, Musical, Romance",7.0,66,Asrani,Asrani,Bindiya Goswami
Chala Mussaddi - Office Office,-2011.0,60 min,"Comedy, Drama",6.1,346,Rajiv Mehra,Deven Bhojani,Makrand Deshpande
Chale Chalo: The Lunacy of Film Making,-2003.0,150 min,Documentary,8.6,336,Satyajit Bhatkal,Ashutosh Gowariker,Aamir Khan
Chalk N Duster,-2016.0,130 min,Drama,6.5,676,Jayant Gilatar,Richa Chadha,Shabana Azmi
Challo Driver,-2012.0,95 min,Comedy,5.9,185,Vickrant Mahajan,Vickrant Mahajan,Kainaz Motivala
Chalo Dilli,-2011.0,155 min,"Comedy, Drama",6.8,"3,081",Shashant Shah,Vinay Pathak,Lara Dutta
Chalo Ishq Ladaaye,-2002.0,140 min,"Action, Comedy, Romance",4.4,522,Aziz Sejawal,Govinda,Kader Khan
Chalta Purza,-1977.0,150 min,"Action, Thriller",6.0,39,Bhappi Sonie,Rajesh Khanna,Parveen Babi
Chalte Chalte,-2003.0,167 min,"Drama, Romance",6.6,"14,779",Aziz Mirza,Shah Rukh Khan,Rani Mukerji
Chalte Chalte,-1976.0,100 min,"Romance, Thriller",5.7,54,Sunder Dar,Simi Garewal,Bhisham Kohli
Chalti Ka Naam Gaadi,-1958.0,173 min,"Comedy, Musical, Romance",8.0,"1,514",Satyen Bose,Ashok Kumar,Madhubala
Chaman Bahaar,-2020.0,111 min,"Comedy, Drama",7.0,"5,866",Apurva Dhar Badgaiyann,Jitendra Kumar,Ritika Badiani
Chamatkar,-1992.0,171 min,"Comedy, Drama, Fantasy",6.6,"5,846",Rajiv Mehra,Naseeruddin Shah,Shah Rukh Khan
Chameli,-2003.0,108 min,Drama,7.0,"2,108",Sudhir Mishra,Kareena Kapoor,Rahul Bose
Chameli Ki Shaadi,-1986.0,136 min,"Comedy, Drama, Romance",7.5,"1,580",Basu Chatterjee,Anil Kapoor,Amrita Singh
Chamku,-2008.0,105 min,"Action, Crime, Thriller",4.0,529,Kabeer Kaushik,Bobby Deol,Priyanka Chopra Jonas
Champion,-2000.0,140 min,"Action, Comedy, Drama",4.3,519,Padam Kumar,Jana Sue Memel,Sunny Deol
Chanakya,-2019.0,147 min,"Action, Adventure, Thriller",5.5,521,Thiru,Mehreen Pirzada,Nassar
Chance Pe Dance,-2010.0,122 min,"Comedy, Drama, Music",4.7,"2,805",Ken Ghosh,Shahid Kapoor,Genelia D'Souza
Chand,-1959.0,149 min,Drama,6.8,13,Lekhraj Bhakri,Balraj Sahni,Manoj Kumar
Chand Aur Suraj,-1965.0,154 min,"Crime, Drama, Mystery",6.4,24,Dulal Guha,Ashok Kumar,Dharmendra
Chand Bujh Gaya,-2005.0,116 min,"Drama, Thriller",6.8,52,Sharique Minhaj,Mukesh Ahuja,Ishrat Ali
Chand Ke Paar Chalo,-2006.0,169 min,Romance,6.7,35,Mustafa Engineer,Somesh Agarwal,Shahib Chopra
Chand Par Chadayee,-1967.0,150 min,"Adventure, Comedy, Drama",5.0,20,T.R. Sundaram,Dara Singh,Anwar Hussain
Chand Sa Roshan Chehra,-2005.0,120 min,Romance,4.7,54,Shahab Shamsi,Samir Aftab,Talat Aziz
Chanda Aur Bijli,-1969.0,137 min,Drama,4.8,16,Atma Ram,Sanjeev Kumar,Padmini
Chandaal Atma,-1999.0,129 min,Horror,4.6,9,S.R. Pratap,Aparna,Rakesh Bedi
Chandan Ka Palna,-1967.0,166 min,Drama,6.7,43,Ismail Memon,Meena Kumari,Dharmendra
Chandni,-1989.0,186 min,"Drama, Musical, Romance",6.8,"1,657",Yash Chopra,Sridevi,Rishi Kapoor
Chandni Bar,-2001.0,150 min,"Crime, Drama",7.6,"2,486",Madhur Bhandarkar,Tabu,Atul Kulkarni
Chandra,-1948.0,207 min,Drama,6.9,39,S.S. Vasan,Rajkumari,M.K. Radha
Chandra Mukhi,-1993.0,152 min,"Comedy, Fantasy, Romance",4.0,676,Debaloy Dey,Maya Alagh,Tinnu Anand
Chandrahas,-2007.0,136 min,"Action, Adventure, Drama",4.3,26,Shiva Shakti Datta,Abbas,Abhinayasri
Chandrasena,-1935.0,136 min,Adventure,4.1,11,Shantaram Rajaram Vankudre,Nalini Tarkhad,Sureshbabu Mane
Chandrawal,-1984.0,109 min,Drama,8.3,39,Jayant Prabhakar,Usha Sharma,Jagat Singh Jakhar
Chandu,-2002.0,136 min,Romance,6.9,70,P.A. Arun Prasad,Sudeep,Sonia Agarwal
Changez Khan,-1957.0,135 min,"Action, Adventure, History",7.1,20,Kedar Kapoor,Prem Nath,Bina Rai
Chann Pardesee,-1980.0,147 min,Drama,8.1,60,Chitraarth,Raj Babbar,Rama Vij
Char Diwari,-1961.0,136 min,"Drama, Romance",6.7,24,Krishan Chopra,Shashi Kapoor,Nanda
Char Paise,-1955.0,118 min,"Action, Crime, Drama",5.6,11,N.K. Ziree,Shyama,Kishore Kumar
Charandas Chor,-1975.0,156 min,Drama,8.0,44,Shyam Benegal,Lalu Ram,Madan Lal
Charas,-1976.0,159 min,"Action, Drama, Romance",6.5,176,Ramanand Sagar,Dharmendra,Hema Malini
Charas: A Joint Effort,-2004.0,140 min,"Action, Crime, Thriller",5.3,336,Tigmanshu Dhulia,Jimmy Sheirgill,Uday Chopra
Charitraheen,-1974.0,100 min,"Drama, Family",7.1,58,Shakti Samanta,Sharmila Tagore,Sanjeev Kumar
